EFO URI,STUDY ACCESSION,PUBMEDID,ASSOCIATION COUNT,DISEASE/TRAIT
http://www.ebi.ac.uk/efo/efo_0005208,GCST008060,31152163,45,Estimated glomerular filtration rate
http://www.ebi.ac.uk/efo/efo_0005208,GCST008059,31152163,256,Estimated glomerular filtration rate
http://www.ebi.ac.uk/efo/efo_0003100,GCST008223,31127053,5,Diabetic peripheral neuropathy in type 2 diabetes
http://www.ebi.ac.uk/efo/efo_0001360,GCST008223,31127053,5,Diabetic peripheral neuropathy in type 2 diabetes
http://www.ebi.ac.uk/efo/efo_0001365,GCST008356,31120506,3,Geographic atrophy lesion growth rate in age-related macular degeneration
http://purl.obolibrary.org/obo/hp_0012664,GCST007999,31113495,170,Heart rate in heart failure with reduced ejection fraction
http://www.ebi.ac.uk/efo/efo_0003144,GCST007999,31113495,170,Heart rate in heart failure with reduced ejection fraction
http://www.ebi.ac.uk/efo/efo_0004326,GCST007999,31113495,170,Heart rate in heart failure with reduced ejection fraction
http://www.orpha.net/ordo/orphanet_3389,GCST007897,31109976,2,Liver injury in anti-tuberculosis drug treatment
http://www.ebi.ac.uk/efo/efo_0007918,GCST007897,31109976,2,Liver injury in anti-tuberculosis drug treatment
http://www.ebi.ac.uk/efo/efo_0004228,GCST007897,31109976,2,Liver injury in anti-tuberculosis drug treatment
http://purl.obolibrary.org/obo/mondo_0044887,GCST007896,31102405,7,Primary central nervous system lymphoma
http://www.ebi.ac.uk/efo/efo_0004997,GCST007949,31092297,25,Type 2 diabetes and end-stage kidney disease
http://www.ebi.ac.uk/efo/efo_0009324,GCST007950,31092297,13,Type 2 diabetes and end-stage kidney disease in APOL1 risk genotype negative individuals
http://www.ebi.ac.uk/efo/efo_0004997,GCST007950,31092297,13,Type 2 diabetes and end-stage kidney disease in APOL1 risk genotype negative individuals
http://www.ebi.ac.uk/efo/efo_0005842,GCST007992,31089142,87,Colorectal cancer
http://www.ebi.ac.uk/efo/efo_0007835,GCST008291,31090166,0,Alcohol dependence (drinking despite problems)
http://www.ebi.ac.uk/efo/efo_0007835,GCST008290,31090166,1,Alcohol dependence (time spent drinking)
http://www.ebi.ac.uk/efo/efo_0007878,GCST008289,31090166,0,Alcohol dependence (giving up activities)
http://www.ebi.ac.uk/efo/efo_0007835,GCST008288,31090166,1,Alcohol dependence (desire to cut drinking)
http://www.ebi.ac.uk/efo/efo_0007835,GCST008287,31090166,1,Alcohol dependence (drinking more than intended)
http://www.ebi.ac.uk/efo/efo_0007835,GCST008286,31090166,0,Alcohol dependence (withdrawal)
http://www.ebi.ac.uk/efo/efo_0007835,GCST008285,31090166,1,Alcohol dependence (tolerance)
http://www.ebi.ac.uk/efo/efo_0007835,GCST008283,31090166,1,Alcohol dependence symptom count
http://purl.obolibrary.org/obo/hp_0002253,GCST007921,31089239,2,Right-sided colonic diverticulosis
http://www.ebi.ac.uk/efo/efo_0003829,GCST008284,31090166,1,Alcohol dependence
http://www.ebi.ac.uk/efo/efo_0007781,GCST007945,31081985,2,Psychological resilience (outcome-based) in high deployment stress exposure
http://www.ebi.ac.uk/efo/efo_0009945,GCST007945,31081985,2,Psychological resilience (outcome-based) in high deployment stress exposure
http://www.ebi.ac.uk/efo/efo_0009945,GCST007947,31081985,5,Psychological resilience (outcome-based)
http://www.ebi.ac.uk/efo/efo_0009945,GCST007946,31081985,2,Psychological resilience (self-assessed)
http://www.ebi.ac.uk/efo/efo_0003888,GCST007880,31085060,8,Emotional lability in attention deficit hyperactivity disorder
http://www.ebi.ac.uk/efo/efo_0008475,GCST007880,31085060,8,Emotional lability in attention deficit hyperactivity disorder
http://www.ebi.ac.uk/efo/efo_0009767,GCST007838,31070104,10,Glycine levels
http://www.ebi.ac.uk/efo/efo_0009767,GCST007836,31070104,12,Glycine levels
http://www.ebi.ac.uk/efo/efo_0009767,GCST007837,31070104,7,Glycine levels
http://www.ebi.ac.uk/efo/efo_0006792,GCST007881,31065058,2,Dementia with Lewy bodies
http://www.orpha.net/ordo/orphanet_683,GCST007845,31059154,1,Progressive supranuclear palsy
http://www.ebi.ac.uk/efo/efo_0004844,GCST008281,31053729,8,Hip bone size
http://www.ebi.ac.uk/efo/efo_0004508,GCST008282,31053729,9,Spine bone size
http://www.ebi.ac.uk/efo/efo_0001360,GCST008114,31049640,40,Type 2 diabetes
http://www.ebi.ac.uk/efo/efo_0004653,GCST008271,31043678,1,Anti-adalimumab antibody production in response to treatment in Crohn's disease
http://www.ebi.ac.uk/efo/efo_0000384,GCST008271,31043678,1,Anti-adalimumab antibody production in response to treatment in Crohn's disease
http://www.ebi.ac.uk/efo/efo_0009963,GCST008115,31043756,61,Bipolar I disorder
http://www.ebi.ac.uk/efo/efo_0002690,GCST008307,31058715,0,Response to belimumab (SLE response index) in systemic lupus erythematosus
http://www.ebi.ac.uk/efo/efo_0001073,GCST007997,31118946,39,Obesity (extreme) (SNP x SNP interaction)
http://www.ebi.ac.uk/efo/efo_0000289,GCST008103,31043756,184,Bipolar disorder
http://www.ebi.ac.uk/efo/efo_0009965,GCST008117,31043756,10,Schizoaffective disorder-bipolar type
http://www.ebi.ac.uk/efo/efo_0009964,GCST008116,31043756,5,Bipolar II disorder
http://www.ebi.ac.uk/efo/efo_0004587,GCST008338,31080455,8,Blood cell traits (multivariate analysis)
http://www.ebi.ac.uk/efo/efo_0004584,GCST008338,31080455,8,Blood cell traits (multivariate analysis)
http://www.ebi.ac.uk/efo/efo_0004308,GCST008338,31080455,8,Blood cell traits (multivariate analysis)
http://www.ebi.ac.uk/efo/efo_0004526,GCST008338,31080455,8,Blood cell traits (multivariate analysis)
http://www.ebi.ac.uk/efo/efo_0004348,GCST008338,31080455,8,Blood cell traits (multivariate analysis)
http://www.ebi.ac.uk/efo/efo_0005090,GCST008338,31080455,8,Blood cell traits (multivariate analysis)
http://www.ebi.ac.uk/efo/efo_0004309,GCST008338,31080455,8,Blood cell traits (multivariate analysis)
http://www.ebi.ac.uk/efo/efo_0005192,GCST008338,31080455,8,Blood cell traits (multivariate analysis)
http://www.ebi.ac.uk/efo/efo_0004833,GCST008338,31080455,8,Blood cell traits (multivariate analysis)
http://www.ebi.ac.uk/efo/efo_0004509,GCST008338,31080455,8,Blood cell traits (multivariate analysis)
http://www.ebi.ac.uk/efo/efo_0004305,GCST008338,31080455,8,Blood cell traits (multivariate analysis)
http://www.ebi.ac.uk/efo/efo_0004528,GCST008338,31080455,8,Blood cell traits (multivariate analysis)
http://www.ebi.ac.uk/efo/efo_0005091,GCST008338,31080455,8,Blood cell traits (multivariate analysis)
http://www.ebi.ac.uk/efo/efo_0004527,GCST008338,31080455,8,Blood cell traits (multivariate analysis)
http://www.ebi.ac.uk/efo/efo_0004842,GCST008338,31080455,8,Blood cell traits (multivariate analysis)
http://www.ebi.ac.uk/efo/efo_0000341,GCST007996,31036433,1,Chronic obstructive pulmonary disease
http://www.ebi.ac.uk/efo/efo_0000270,GCST007994,31036433,31,Asthma (age of onset)
http://www.ebi.ac.uk/efo/efo_0004591,GCST007995,31036433,64,Asthma (childhood onset)
http://www.ebi.ac.uk/efo/efo_0004833,GCST008337,31080455,3,Blood cell traits (multivariate analysis)
http://www.ebi.ac.uk/efo/efo_0004584,GCST008337,31080455,3,Blood cell traits (multivariate analysis)
http://www.ebi.ac.uk/efo/efo_0004308,GCST008337,31080455,3,Blood cell traits (multivariate analysis)
http://www.ebi.ac.uk/efo/efo_0004305,GCST008337,31080455,3,Blood cell traits (multivariate analysis)
http://www.ebi.ac.uk/efo/efo_0004528,GCST008337,31080455,3,Blood cell traits (multivariate analysis)
http://www.ebi.ac.uk/efo/efo_0004526,GCST008337,31080455,3,Blood cell traits (multivariate analysis)
http://www.ebi.ac.uk/efo/efo_0005091,GCST008337,31080455,3,Blood cell traits (multivariate analysis)
http://www.ebi.ac.uk/efo/efo_0005090,GCST008337,31080455,3,Blood cell traits (multivariate analysis)
http://www.ebi.ac.uk/efo/efo_0004309,GCST008337,31080455,3,Blood cell traits (multivariate analysis)
http://www.ebi.ac.uk/efo/efo_0005192,GCST008337,31080455,3,Blood cell traits (multivariate analysis)
http://www.ebi.ac.uk/efo/efo_0004842,GCST008337,31080455,3,Blood cell traits (multivariate analysis)
http://www.ebi.ac.uk/efo/efo_0004584,GCST008336,31080455,2,Mean platelet volume
http://www.ebi.ac.uk/efo/efo_1002011,GCST007993,31036433,28,Asthma (adult onset)
http://www.ebi.ac.uk/efo/efo_0004591,GCST008273,31028280,6,Post-bronchodilator FEV1 x air pollution (NO2) interaction in childhood asthma
http://www.ebi.ac.uk/efo/efo_0004314,GCST008273,31028280,6,Post-bronchodilator FEV1 x air pollution (NO2) interaction in childhood asthma
http://www.ebi.ac.uk/efo/efo_0007908,GCST008273,31028280,6,Post-bronchodilator FEV1 x air pollution (NO2) interaction in childhood asthma
http://www.ebi.ac.uk/efo/efo_0004842,GCST008335,31080455,2,Eosinophil counts
http://www.ebi.ac.uk/efo/efo_0005090,GCST008328,31080455,0,Basophil count
http://www.ebi.ac.uk/efo/efo_0005091,GCST008327,31080455,0,Monocyte count
http://www.ebi.ac.uk/efo/efo_0004587,GCST008326,31080455,0,Lymphocyte counts
http://www.ebi.ac.uk/efo/efo_0004309,GCST008325,31080455,0,Platelet count
http://www.ebi.ac.uk/efo/efo_0004833,GCST008334,31080455,1,Neutrophil count
http://www.ebi.ac.uk/efo/efo_0004509,GCST008324,31080455,0,Hemoglobin
http://www.ebi.ac.uk/efo/efo_0004348,GCST008323,31080455,0,Hematocrit
http://www.ebi.ac.uk/efo/efo_0005192,GCST008333,31080455,1,Red cell distribution width
http://www.ebi.ac.uk/efo/efo_0004528,GCST008332,31080455,1,Mean corpuscular hemoglobin concentration
http://www.ebi.ac.uk/efo/efo_0004527,GCST008331,31080455,1,Mean corpuscular hemoglobin
http://www.ebi.ac.uk/efo/efo_0004526,GCST008330,31080455,1,Mean corpuscular volume
http://www.ebi.ac.uk/efo/efo_0004305,GCST008329,31080455,2,Red blood cell count
http://www.ebi.ac.uk/efo/efo_0004308,GCST008322,31080455,0,White blood cell count
http://www.ebi.ac.uk/efo/efo_0004591,GCST008272,31028280,6,Post-bronchodilator FEV1 x air pollution (CO) interaction in childhood asthma
http://www.ebi.ac.uk/efo/efo_0004314,GCST008272,31028280,6,Post-bronchodilator FEV1 x air pollution (CO) interaction in childhood asthma
http://www.ebi.ac.uk/efo/efo_0007908,GCST008272,31028280,6,Post-bronchodilator FEV1 x air pollution (CO) interaction in childhood asthma
http://www.ebi.ac.uk/efo/efo_0005043,GCST008310,31014085,13,Cardiac Troponin-T levels
http://www.ebi.ac.uk/efo/efo_1001282,GCST008106,31241743,8,Candidemia
http://www.ebi.ac.uk/efo/efo_0009949,GCST007948,31020675,1,KANNO antigen negativity
http://www.ebi.ac.uk/efo/efo_0005208,GCST007876,31015462,147,Estimated glomerular filtration rate
http://www.ebi.ac.uk/efo/efo_0003884,GCST007879,31015462,3,Chronic kidney disease
http://www.ebi.ac.uk/efo/efo_0009795,GCST007878,31015462,4,Urea levels
http://www.ebi.ac.uk/efo/efo_0004518,GCST007877,31015462,25,Creatinine levels
http://www.ebi.ac.uk/efo/efo_0009944,GCST007944,31015401,14,Medication use (antiglaucoma preparations and miotics)
http://www.ebi.ac.uk/efo/efo_0009943,GCST007943,31015401,8,Medication use (antihistamines for systemic use)
http://www.ebi.ac.uk/efo/efo_0009942,GCST007942,31015401,19,Medication use (glucocorticoids)
http://www.ebi.ac.uk/efo/efo_0009941,GCST007941,31015401,56,"Medication use (adrenergics, inhalants)"
http://www.ebi.ac.uk/efo/efo_0009940,GCST007940,31015401,1,Medication use (antidepressants)
http://www.ebi.ac.uk/efo/efo_0009939,GCST007939,31015401,13,Medication use (antimigraine preparations)
http://www.ebi.ac.uk/efo/efo_0009938,GCST007938,31015401,7,Medication use (anilides)
http://www.ebi.ac.uk/efo/efo_0007013,GCST007937,31015401,10,Medication use (salicylic acid and derivatives)
http://www.ebi.ac.uk/efo/efo_0009937,GCST007936,31015401,3,Medication use (opioids)
http://www.ebi.ac.uk/efo/efo_0009936,GCST007935,31015401,11,Medication use (drugs affecting bone structure and mineralization)
http://www.ebi.ac.uk/efo/efo_0009935,GCST007934,31015401,6,"Medication use (anti-inflammatory and antirheumatic products, non-steroids)"
http://www.ebi.ac.uk/efo/efo_0009934,GCST007933,31015401,2,Medication use (immunosuppressants)
http://www.ebi.ac.uk/efo/efo_0009933,GCST007932,31015401,132,Medication use (thyroid preparations)
http://www.ebi.ac.uk/efo/efo_0009932,GCST007931,31015401,97,Medication use (HMG CoA reductase inhibitors)
http://www.ebi.ac.uk/efo/efo_0009931,GCST007930,31015401,184,Medication use (agents acting on the renin-angiotensin system)
http://www.ebi.ac.uk/efo/efo_0009930,GCST007929,31015401,104,Medication use (calcium channel blockers)
http://www.ebi.ac.uk/efo/efo_0009929,GCST007927,31015401,59,Medication use (beta blocking agents)
http://www.ebi.ac.uk/efo/efo_0009928,GCST007928,31015401,102,Medication use (diuretics)
http://www.ebi.ac.uk/efo/efo_0009927,GCST007926,31015401,4,Medication use (antihypertensives)
http://www.ebi.ac.uk/efo/efo_0009926,GCST007925,31015401,3,Medication use (vasodilators used in cardiac diseases)
http://www.ebi.ac.uk/efo/efo_0009925,GCST007924,31015401,13,Medication use (antithrombotic agents)
http://www.ebi.ac.uk/efo/efo_0009924,GCST007923,31015401,57,Medication use (drugs used in diabetes)
http://www.ebi.ac.uk/efo/efo_0009923,GCST007922,31015401,5,Medication use (drugs for peptic ulcer and gastro-oesophageal reflux disease)
http://purl.obolibrary.org/obo/go_0050909,GCST008018,31005965,6,Sweet taste perception in obesity with metabolic syndrome
http://purl.obolibrary.org/obo/go_0050913,GCST008019,31005965,10,Bitter taste perception (phenylthiocarbamide) in obesity with metabolic syndrome
http://purl.obolibrary.org/obo/go_0050913,GCST008017,31005965,8,Bitter taste perception (6-n-propylthiouracil) in obesity with metabolic syndrome
http://purl.obolibrary.org/obo/go_0050909,GCST008021,31005965,2,Taste perception (total score including 6-n-propylthiouracil) in obesity with metabolic syndrome
http://purl.obolibrary.org/obo/go_0050909,GCST008020,31005965,5,Taste perception (total score including phenylthiocarbamide) in obesity with metabolic syndrome
http://purl.obolibrary.org/obo/go_0050909,GCST008022,31005965,4,Umami taste perception in obesity with metabolic syndrome
http://purl.obolibrary.org/obo/go_0050909,GCST008023,31005965,2,Sour taste perception in obesity with metabolic syndrome
http://purl.obolibrary.org/obo/go_0050909,GCST008024,31005965,3,Salty taste perception in obesity with metabolic syndrome
http://www.ebi.ac.uk/efo/efo_0009960,GCST008097,31006051,37,Bisphosphonate-associated atypical femoral fracture
http://www.ebi.ac.uk/efo/efo_0009958,GCST008097,31006051,37,Bisphosphonate-associated atypical femoral fracture
http://www.ebi.ac.uk/efo/efo_0009960,GCST008098,31006051,14,Atypical femoral fracture in phosphonate treatment
http://www.ebi.ac.uk/efo/efo_0009958,GCST008098,31006051,14,Atypical femoral fracture in phosphonate treatment
